element,decimal_approx,inverse_in_sample,sample_classification,theoretical_unit_within_bound,notes
2653/864,3.07060185,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2657/1944,1.36676955,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2665/864,3.08449074,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2665/1296,2.05632716,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2665/2592,1.02816358,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2665/7776,0.34272119,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2669/864,3.08912037,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2669/1944,1.37294239,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2669/2592,1.02970679,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2671/1296,2.06095679,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2671/2592,1.03047840,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2671/7776,0.34349280,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2675/1944,1.37602881,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2677/864,3.09837963,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2677/1296,2.06558642,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2677/2592,1.03279321,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2677/7776,0.34426440,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2681/2592,1.03433642,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2683/1296,2.07021605,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2683/2592,1.03510802,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2683/7776,0.34503601,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2689/2592,1.03742284,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2693/2592,1.03896605,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2695/2592,1.03973765,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2701/1296,2.08410494,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2701/2592,1.04205247,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2701/7776,0.34735082,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2705/1944,1.39146091,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2705/2592,1.04359568,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2707/1296,2.08873457,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2707/2592,1.04436728,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2707/7776,0.34812243,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2711/1944,1.39454733,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2713/1296,2.09336420,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2713/7776,0.34889403,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2719/1296,2.09799383,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2719/7776,0.34966564,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2723/1944,1.40072016,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2729/1944,1.40380658,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2737/864,3.16782407,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2737/2592,1.05594136,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2741/864,3.17245370,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2741/2592,1.05748457,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2743/2592,1.05825617,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2749/864,3.18171296,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2749/2592,1.06057099,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2753/2592,1.06211420,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2755/2592,1.06288580,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2759/1944,1.41923868,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2761/864,3.19560185,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2761/2592,1.06520062,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2765/864,3.20023148,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2765/1944,1.42232510,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2765/2592,1.06674383,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2767/2592,1.06751543,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2773/864,3.20949074,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2773/2592,1.06983025,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2777/1944,1.42849794,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2777/2592,1.07137346,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2779/2592,1.07214506,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2783/1944,1.43158436,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2785/864,3.22337963,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2789/864,3.22800926,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2797/864,3.23726852,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2809/864,3.25115741,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2809/1296,2.16743827,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2809/2592,1.08371914,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2809/7776,0.36123971,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2813/864,3.25578704,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2813/2592,1.08526235,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2815/1296,2.17206790,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2815/2592,1.08603395,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2815/7776,0.36201132,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2821/864,3.26504630,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2821/1296,2.17669753,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2821/2592,1.08834877,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2821/7776,0.36278292,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2825/2592,1.08989198,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2827/1296,2.18132716,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2827/2592,1.09066358,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2827/7776,0.36355453,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2833/2592,1.09297840,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2837/2592,1.09452160,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2839/2592,1.09529321,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2845/1296,2.19521605,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2845/2592,1.09760802,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2845/7776,0.36586934,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2849/2592,1.09915123,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2851/1296,2.19984568,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2851/2592,1.09992284,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2851/7776,0.36664095,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2857/1296,2.20447531,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2857/7776,0.36741255,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2863/1296,2.20910494,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2863/7776,0.36818416,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2881/864,3.33449074,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2881/1296,2.22299383,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2881/7776,0.37049897,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2885/864,3.33912037,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2887/1296,2.22762346,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2887/7776,0.37127058,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2893/864,3.34837963,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2893/1296,2.23225309,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2893/7776,0.37204218,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2899/1296,2.23688272,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2899/7776,0.37281379,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2905/864,3.36226852,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2909/864,3.36689815,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2917/864,3.37615741,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2917/972,3.00102881,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2917/1296,2.25077160,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2917/7776,0.37512860,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2921/1944,1.50257202,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2923/972,3.00720165,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2923/1296,2.25540123,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2923/7776,0.37590021,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2927/1944,1.50565844,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2929/864,3.39004630,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2929/1296,2.26003086,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2929/7776,0.37667181,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2933/864,3.39467593,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2935/1296,2.26466049,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2935/7776,0.37744342,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2939/1944,1.51183128,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2941/864,3.40393519,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2945/1944,1.51491770,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2953/864,3.41782407,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2953/972,3.03806584,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2957/864,3.42245370,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2959/972,3.04423868,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2965/864,3.43171296,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2971/972,3.05658436,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2975/1944,1.53034979,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2977/972,3.06275720,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2981/1944,1.53343621,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2993/1944,1.53960905,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
2999/1944,1.54269547,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3007/972,3.09362140,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3013/972,3.09979424,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3025/864,3.50115741,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3025/1296,2.33410494,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3025/2592,1.16705247,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3025/7776,0.38901749,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3029/864,3.50578704,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3029/1944,1.55812757,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3029/2592,1.16859568,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3031/1296,2.33873457,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3031/2592,1.16936728,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3031/7776,0.38978909,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3035/1944,1.56121399,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3037/864,3.51504630,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3037/1296,2.34336420,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3037/2592,1.17168210,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3037/7776,0.39056070,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3041/2592,1.17322531,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3043/1296,2.34799383,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3043/2592,1.17399691,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3043/7776,0.39133230,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3047/1944,1.56738683,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3049/864,3.52893519,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3049/2592,1.17631173,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3053/864,3.53356481,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3053/1944,1.57047325,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3053/2592,1.17785494,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3055/2592,1.17862654,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3061/864,3.54282407,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3061/1296,2.36188272,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3061/2592,1.18094136,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3061/7776,0.39364712,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3065/2592,1.18248457,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3067/1296,2.36651235,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3067/2592,1.18325617,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3067/7776,0.39441872,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3073/864,3.55671296,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3073/1296,2.37114198,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3073/7776,0.39519033,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3077/864,3.56134259,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3079/972,3.16769547,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3079/1296,2.37577160,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3079/7776,0.39596193,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3083/1944,1.58590535,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3085/864,3.57060185,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3085/972,3.17386831,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3089/1944,1.58899177,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3097/864,3.58449074,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3097/1296,2.38966049,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3097/2592,1.19483025,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3097/7776,0.39827675,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3101/864,3.58912037,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3101/1944,1.59516461,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3101/2592,1.19637346,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3103/1296,2.39429012,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3103/2592,1.19714506,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3103/7776,0.39904835,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3107/1944,1.59825103,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3109/864,3.59837963,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3109/1296,2.39891975,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3109/2592,1.19945988,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3109/7776,0.39981996,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3113/2592,1.20100309,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3115/972,3.20473251,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3115/1296,2.40354938,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3115/2592,1.20177469,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3115/7776,0.40059156,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3121/972,3.21090535,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3121/2592,1.20408951,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3125/2592,1.20563272,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3127/2592,1.20640432,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3133/972,3.22325103,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3133/1296,2.41743827,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3133/2592,1.20871914,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3133/7776,0.40290638,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3137/2592,1.21026235,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3139/972,3.22942387,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3139/1296,2.42206790,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3139/2592,1.21103395,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3139/7776,0.40367798,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3145/1296,2.42669753,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3145/7776,0.40444959,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3151/1296,2.43132716,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3151/7776,0.40522119,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3169/972,3.26028807,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3169/2592,1.22260802,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3173/2592,1.22415123,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3175/972,3.26646091,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3175/2592,1.22492284,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3181/2592,1.22723765,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3185/2592,1.22878086,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3187/2592,1.22955247,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3193/2592,1.23186728,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3197/2592,1.23341049,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3199/2592,1.23418210,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3205/2592,1.23649691,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3209/2592,1.23804012,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3211/2592,1.23881173,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3241/972,3.33436214,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3241/1296,2.50077160,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3241/2592,1.25038580,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3241/7776,0.41679527,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3245/2592,1.25192901,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
3247/972,3.34053498,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
